"rent","bedroom","livingroom","bathroom","area","room","floor_grp","subway","region","heating"
2540,3,1,1,9,"次卧","高楼层","是","昌平","集中供暖"
2640,3,1,1,11,"主卧","高楼层","是","昌平","集中供暖"
2860,4,1,1,13,"次卧","低楼层","是","昌平","集中供暖"
2470,3,1,1,9,"次卧","中楼层","是","昌平","集中供暖"
2540,3,1,1,9,"次卧","高楼层","是","昌平","集中供暖"
3440,5,1,1,16,"次卧","高楼层","是","朝阳","自采暖"
1740,3,1,1,9,"次卧","中楼层","是","通州","集中供暖"
1870,3,1,1,12,"主卧","中楼层","否","昌平","集中供暖"
3790,4,1,2,9,"次卧","中楼层","否","朝阳","集中供暖"
2770,4,1,1,17,"主卧","中楼层","是","通州","集中供暖"
3100,3,1,1,10,"次卧","低楼层","是","朝阳","集中供暖"
2170,3,1,1,18,"主卧","中楼层","否","通州","集中供暖"
2370,3,1,1,12,"次卧","高楼层","是","通州","集中供暖"
4640,3,1,1,9,"次卧","低楼层","是","海淀","集中供暖"
3310,2,1,1,14,"次卧","低楼层","是","朝阳","集中供暖"
2700,3,1,1,19,"主卧","低楼层","是","通州","集中供暖"
3500,4,1,2,22,"主卧","低楼层","否","昌平","集中供暖"
2610,3,1,1,9,"次卧","高楼层","否","丰台","集中供暖"
2570,4,1,2,7,"次卧","中楼层","是","昌平","集中供暖"
3490,4,1,1,12,"次卧","低楼层","是","昌平","自采暖"
2540,3,1,1,8,"次卧","低楼层","是","丰台","集中供暖"
4120,2,1,1,19,"主卧","高楼层","是","朝阳","集中供暖"
2930,3,1,1,13,"主卧","中楼层","是","朝阳","自采暖"
5200,2,1,1,17,"主卧","中楼层","是","海淀","集中供暖"
2870,2,1,1,9,"次卧","中楼层","是","丰台","集中供暖"
2370,2,1,1,14,"主卧","中楼层","是","通州","集中供暖"
3010,4,2,2,16,"主卧","高楼层","是","朝阳","集中供暖"
2670,2,1,1,11,"次卧","低楼层","是","通州","集中供暖"
2140,2,1,1,10,"次卧","高楼层","否","通州","集中供暖"
3800,2,1,1,18,"主卧","高楼层","是","西城","集中供暖"
2040,2,1,1,15,"次卧","高楼层","是","昌平","集中供暖"
5300,3,1,1,19,"主卧","高楼层","是","朝阳","集中供暖"
4100,3,1,1,15,"次卧","高楼层","是","朝阳","集中供暖"
2210,2,1,1,11,"次卧","低楼层","是","房山","自采暖"
2310,2,1,1,13,"主卧","低楼层","是","房山","自采暖"
4140,2,1,1,9,"次卧","高楼层","是","朝阳","集中供暖"
2540,2,1,1,14,"主卧","高楼层","是","房山","集中供暖"
2070,2,1,1,8,"次卧","高楼层","是","房山","集中供暖"
2500,3,1,1,9,"次卧","高楼层","是","昌平","集中供暖"
2210,3,1,1,13,"次卧","中楼层","是","通州","集中供暖"
2500,3,1,1,19,"次卧","高楼层","是","通州","集中供暖"
2040,3,1,1,12,"次卧","高楼层","是","通州","集中供暖"
2600,2,1,1,16,"主卧","中楼层","否","通州","集中供暖"
2910,4,1,1,16,"主卧","低楼层","是","朝阳","集中供暖"
2880,3,1,1,13,"主卧","低楼层","是","朝阳","集中供暖"
2870,3,1,1,7,"次卧","中楼层","是","朝阳","集中供暖"
2540,3,1,1,9,"次卧","高楼层","是","昌平","集中供暖"
2300,4,1,2,14,"次卧","低楼层","是","朝阳","自采暖"
2640,3,1,1,11,"次卧","低楼层","是","通州","集中供暖"
3840,5,1,1,18,"次卧","中楼层","是","朝阳","集中供暖"
3000,3,1,1,12,"主卧","低楼层","是","昌平","集中供暖"
3310,3,1,1,10,"主卧","低楼层","是","朝阳","集中供暖"
3030,2,1,1,11,"次卧","低楼层","是","丰台","集中供暖"
2800,3,1,1,14,"主卧","低楼层","是","昌平","自采暖"
1550,5,2,1,10,"次卧","高楼层","否","顺义","集中供暖"
2000,3,1,1,9,"次卧","高楼层","否","昌平","集中供暖"
2890,4,1,1,11,"次卧","中楼层","是","昌平","自采暖"
2080,3,1,1,7,"次卧","高楼层","是","顺义","集中供暖"
2980,3,1,1,9,"次卧","中楼层","是","朝阳","集中供暖"
2100,2,1,1,14,"主卧","中楼层","否","通州","集中供暖"
2490,4,1,1,9,"次卧","高楼层","是","昌平","集中供暖"
3370,5,1,1,13,"次卧","高楼层","是","朝阳","集中供暖"
3430,3,1,1,10,"次卧","中楼层","是","昌平","自采暖"
3400,3,1,1,16,"主卧","高楼层","是","朝阳","自采暖"
3440,3,1,1,15,"主卧","高楼层","是","朝阳","集中供暖"
3830,2,1,1,21,"主卧","低楼层","是","丰台","集中供暖"
3500,3,1,1,14,"主卧","低楼层","是","海淀","集中供暖"
3000,3,1,1,14,"主卧","低楼层","是","昌平","自采暖"
2200,2,1,1,9,"次卧","高楼层","是","丰台","集中供暖"
4030,3,1,1,20,"主卧","高楼层","是","朝阳","集中供暖"
2570,5,1,1,11,"次卧","低楼层","是","朝阳","集中供暖"
3940,5,1,1,20,"主卧","低楼层","是","朝阳","集中供暖"
3040,2,1,1,15,"次卧","低楼层","否","昌平","集中供暖"
2900,3,1,1,11,"主卧","低楼层","是","朝阳","自采暖"
2540,4,1,1,9,"次卧","中楼层","是","昌平","集中供暖"
2470,3,1,1,9,"次卧","中楼层","是","昌平","集中供暖"
2070,4,1,1,11,"次卧","低楼层","否","通州","集中供暖"
1840,3,1,1,9,"次卧","高楼层","是","顺义","集中供暖"
2380,2,1,1,12,"次卧","中楼层","否","石景山","集中供暖"
3340,4,1,1,10,"次卧","低楼层","是","朝阳","集中供暖"
2400,3,1,1,9,"次卧","中楼层","是","丰台","集中供暖"
4130,3,1,1,13,"主卧","中楼层","否","朝阳","集中供暖"
2530,3,1,1,10,"次卧","低楼层","是","丰台","集中供暖"
3140,3,1,1,12,"主卧","中楼层","是","西城","集中供暖"
2940,2,1,1,15,"主卧","低楼层","是","昌平","集中供暖"
3240,2,1,1,17,"主卧","低楼层","是","丰台","集中供暖"
3570,3,1,1,14,"次卧","中楼层","是","朝阳","集中供暖"
4610,3,1,1,19,"主卧","中楼层","是","朝阳","集中供暖"
3680,2,1,1,25,"主卧","低楼层","是","石景山","集中供暖"
2000,3,1,1,10,"次卧","高楼层","否","昌平","集中供暖"
2640,3,1,1,11,"主卧","高楼层","是","昌平","集中供暖"
2770,2,1,1,9,"次卧","低楼层","否","朝阳","自采暖"
2570,3,1,1,15,"主卧","中楼层","是","朝阳","自采暖"
2830,2,1,1,6,"次卧","低楼层","是","朝阳","集中供暖"
2070,4,1,1,10,"次卧","中楼层","是","大兴","集中供暖"
2470,2,1,1,12,"主卧","中楼层","是","通州","集中供暖"
2280,2,1,1,9,"次卧","中楼层","是","通州","集中供暖"
2460,3,1,1,8,"次卧","低楼层","是","丰台","集中供暖"
3200,3,1,1,10,"次卧","低楼层","是","朝阳","集中供暖"
2770,2,1,1,17,"主卧","高楼层","是","朝阳","集中供暖"
1970,2,1,1,10,"主卧","高楼层","是","通州","集中供暖"
1800,4,1,1,14,"次卧","中楼层","是","房山","自采暖"
4470,3,1,1,15,"主卧","中楼层","是","朝阳","自采暖"
2380,2,1,1,12,"主卧","高楼层","是","通州","集中供暖"
4080,2,1,1,17,"主卧","中楼层","是","朝阳","集中供暖"
4310,2,1,1,14,"主卧","中楼层","是","海淀","集中供暖"
2890,4,1,1,10,"次卧","中楼层","否","昌平","集中供暖"
3060,3,1,1,9,"次卧","中楼层","否","海淀","自采暖"
2500,4,1,1,8,"次卧","高楼层","是","昌平","集中供暖"
1900,4,1,1,12,"主卧","高楼层","否","通州","集中供暖"
2300,3,1,1,16,"主卧","低楼层","是","通州","集中供暖"
3060,3,1,1,19,"主卧","高楼层","是","朝阳","集中供暖"
1870,2,1,1,17,"主卧","中楼层","是","房山","集中供暖"
3040,3,1,1,12,"次卧","中楼层","否","朝阳","自采暖"
3270,4,1,1,17,"主卧","低楼层","是","朝阳","集中供暖"
2210,3,1,1,11,"次卧","低楼层","否","昌平","集中供暖"
3880,2,1,1,17,"主卧","中楼层","是","朝阳","集中供暖"
1920,3,1,1,15,"主卧","高楼层","否","顺义","集中供暖"
2900,3,1,1,11,"次卧","低楼层","是","昌平","集中供暖"
3300,2,1,1,15,"次卧","中楼层","是","海淀","集中供暖"
3470,3,1,1,12,"次卧","中楼层","是","朝阳","集中供暖"
4600,3,1,1,18,"主卧","低楼层","是","海淀","集中供暖"
3700,3,1,1,12,"主卧","高楼层","是","朝阳","集中供暖"
2800,3,1,1,9,"次卧","低楼层","是","昌平","集中供暖"
2600,3,1,1,11,"主卧","低楼层","是","昌平","集中供暖"
2940,3,1,1,16,"主卧","低楼层","是","朝阳","集中供暖"
2780,4,1,1,14,"次卧","中楼层","是","昌平","集中供暖"
2240,3,1,1,10,"次卧","低楼层","是","丰台","集中供暖"
3330,4,1,2,13,"次卧","低楼层","是","丰台","集中供暖"
2540,3,1,1,9,"次卧","低楼层","是","朝阳","集中供暖"
2740,2,1,1,20,"主卧","高楼层","是","通州","集中供暖"
2180,2,1,1,8,"次卧","高楼层","是","通州","集中供暖"
3220,2,1,1,17,"主卧","中楼层","否","朝阳","集中供暖"
2690,3,1,1,11,"次卧","中楼层","是","朝阳","自采暖"
2780,3,1,1,9,"次卧","中楼层","是","昌平","集中供暖"
2230,3,1,1,11,"次卧","高楼层","否","丰台","集中供暖"
2660,3,1,1,7,"次卧","高楼层","是","朝阳","自采暖"
2720,4,1,1,8,"次卧","高楼层","否","朝阳","集中供暖"
2060,2,1,1,10,"次卧","高楼层","是","通州","集中供暖"
2290,4,1,1,9,"次卧","低楼层","是","通州","集中供暖"
2340,3,1,1,9,"次卧","低楼层","是","朝阳","自采暖"
2100,2,1,1,10,"次卧","高楼层","是","通州","集中供暖"
1930,4,1,1,11,"次卧","低楼层","是","顺义","集中供暖"
4040,4,1,1,21,"主卧","中楼层","是","石景山","集中供暖"
3510,4,1,1,12,"次卧","中楼层","是","朝阳","集中供暖"
3770,2,1,1,11,"次卧","高楼层","是","朝阳","集中供暖"
1900,3,1,1,11,"次卧","低楼层","是","通州","自采暖"
2840,3,1,1,20,"主卧","低楼层","是","通州","自采暖"
2270,4,1,1,12,"次卧","中楼层","否","丰台","集中供暖"
1740,3,1,1,11,"次卧","高楼层","否","顺义","集中供暖"
2440,2,1,1,12,"主卧","高楼层","是","顺义","集中供暖"
1640,4,1,1,12,"次卧","低楼层","是","房山","自采暖"
3200,3,1,1,11,"主卧","低楼层","是","海淀","自采暖"
3670,3,1,1,13,"主卧","低楼层","是","朝阳","集中供暖"
2160,4,1,1,11,"次卧","高楼层","是","大兴","集中供暖"
1980,3,1,1,11,"主卧","低楼层","是","房山","自采暖"
3800,3,1,1,18,"次卧","低楼层","是","朝阳","集中供暖"
5600,4,1,1,18,"主卧","高楼层","是","朝阳","集中供暖"
2870,3,1,1,10,"次卧","高楼层","是","石景山","集中供暖"
4000,2,1,1,17,"主卧","高楼层","是","朝阳","集中供暖"
3240,2,1,1,15,"主卧","中楼层","否","丰台","集中供暖"
3770,2,1,1,18,"主卧","高楼层","是","丰台","集中供暖"
2200,3,1,1,10,"次卧","低楼层","是","朝阳","自采暖"
3330,2,1,1,8,"次卧","中楼层","是","朝阳","集中供暖"
1880,3,1,1,11,"次卧","中楼层","否","通州","集中供暖"
2490,2,1,1,17,"主卧","中楼层","是","顺义","集中供暖"
2530,4,1,1,10,"次卧","低楼层","是","丰台","集中供暖"
2690,3,1,1,9,"次卧","高楼层","是","昌平","集中供暖"
3040,3,1,1,17,"主卧","高楼层","是","丰台","集中供暖"
3190,3,1,1,12,"主卧","高楼层","是","昌平","自采暖"
3780,3,1,1,11,"次卧","低楼层","是","朝阳","集中供暖"
2130,2,1,1,18,"主卧","高楼层","是","昌平","集中供暖"
3260,3,1,1,13,"次卧","高楼层","是","朝阳","集中供暖"
3940,3,1,1,10,"次卧","中楼层","是","朝阳","自采暖"
3780,3,1,1,22,"主卧","中楼层","是","朝阳","自采暖"
2290,3,1,1,10,"次卧","高楼层","否","朝阳","自采暖"
3930,2,1,1,16,"主卧","中楼层","是","朝阳","集中供暖"
4560,4,1,1,20,"主卧","低楼层","是","朝阳","集中供暖"
4090,4,1,1,9,"次卧","中楼层","是","朝阳","自采暖"
3660,2,1,1,12,"次卧","中楼层","是","海淀","集中供暖"
2860,3,1,1,8,"次卧","低楼层","是","海淀","自采暖"
2930,4,1,1,14,"次卧","高楼层","是","丰台","集中供暖"
3430,4,1,1,10,"次卧","低楼层","是","海淀","集中供暖"
2690,3,1,1,8,"次卧","高楼层","是","海淀","集中供暖"
2710,3,1,1,13,"次卧","低楼层","是","丰台","集中供暖"
1790,3,1,1,20,"主卧","低楼层","否","顺义","集中供暖"
4690,2,1,1,22,"主卧","中楼层","是","朝阳","集中供暖"
4120,2,1,1,13,"次卧","中楼层","是","西城","集中供暖"
1910,3,1,1,13,"次卧","高楼层","是","顺义","集中供暖"
2360,3,1,1,9,"次卧","低楼层","是","朝阳","集中供暖"
3540,2,1,1,16,"主卧","中楼层","是","朝阳","集中供暖"
1890,3,1,1,12,"次卧","低楼层","否","通州","集中供暖"
3660,3,1,2,12,"次卧","高楼层","是","朝阳","集中供暖"
2460,3,1,1,9,"次卧","高楼层","是","昌平","集中供暖"
3230,3,1,1,14,"主卧","中楼层","是","昌平","集中供暖"
3190,3,1,1,13,"次卧","中楼层","是","昌平","集中供暖"
2490,3,1,1,9,"次卧","中楼层","是","昌平","集中供暖"
2630,3,1,1,11,"主卧","中楼层","是","昌平","集中供暖"
2960,5,1,1,11,"次卧","中楼层","是","朝阳","集中供暖"
2460,3,1,1,9,"次卧","高楼层","是","昌平","集中供暖"
2260,3,1,1,9,"次卧","高楼层","是","朝阳","集中供暖"
2790,4,1,1,12,"次卧","中楼层","是","朝阳","集中供暖"
3030,4,1,1,10,"主卧","高楼层","是","海淀","自采暖"
2630,4,1,1,6,"次卧","高楼层","是","海淀","自采暖"
2030,3,1,1,9,"次卧","低楼层","是","大兴","集中供暖"
2730,3,1,1,8,"次卧","低楼层","是","丰台","集中供暖"
3540,4,1,1,13,"次卧","中楼层","是","朝阳","集中供暖"
3500,3,1,1,10,"次卧","高楼层","是","昌平","自采暖"
2770,3,1,1,14,"次卧","高楼层","是","昌平","集中供暖"
3090,3,1,1,12,"主卧","中楼层","是","海淀","集中供暖"
3560,3,1,1,12,"次卧","低楼层","是","朝阳","集中供暖"
3890,2,1,1,19,"主卧","中楼层","是","海淀","集中供暖"
2690,4,1,1,10,"次卧","中楼层","是","昌平","自采暖"
3030,3,1,1,16,"主卧","低楼层","否","朝阳","自采暖"
3980,4,1,2,13,"次卧","中楼层","是","朝阳","自采暖"
2290,2,1,1,10,"次卧","低楼层","是","通州","集中供暖"
2160,2,1,1,12,"主卧","高楼层","是","通州","集中供暖"
4190,2,1,1,11,"次卧","中楼层","是","西城","集中供暖"
2800,3,1,1,12,"主卧","中楼层","是","朝阳","自采暖"
4490,2,1,1,15,"主卧","中楼层","是","海淀","集中供暖"
2130,3,1,1,13,"次卧","低楼层","是","通州","集中供暖"
3270,4,1,1,10,"次卧","高楼层","是","朝阳","集中供暖"
2170,2,1,1,12,"次卧","中楼层","是","通州","集中供暖"
3490,2,1,1,23,"主卧","高楼层","是","顺义","集中供暖"
2490,3,1,1,8,"次卧","低楼层","是","通州","集中供暖"
2700,4,1,1,10,"次卧","高楼层","是","昌平","自采暖"
2890,5,1,1,11,"次卧","高楼层","是","朝阳","集中供暖"
2720,3,1,1,15,"主卧","低楼层","是","朝阳","集中供暖"
2070,2,1,1,11,"次卧","低楼层","是","通州","集中供暖"
2980,3,1,1,17,"主卧","中楼层","是","朝阳","集中供暖"
2830,3,1,1,8,"次卧","低楼层","是","海淀","自采暖"
2830,3,1,1,12,"主卧","低楼层","是","昌平","集中供暖"
3420,2,1,1,9,"次卧","中楼层","是","朝阳","集中供暖"
2410,3,1,1,12,"次卧","高楼层","是","通州","集中供暖"
1990,3,1,1,9,"次卧","中楼层","否","昌平","集中供暖"
2390,2,1,1,19,"主卧","高楼层","否","大兴","集中供暖"
3390,5,1,2,12,"次卧","高楼层","是","朝阳","集中供暖"
2790,4,1,1,12,"主卧","中楼层","是","昌平","集中供暖"
2190,4,1,1,12,"次卧","高楼层","是","朝阳","自采暖"
1810,4,1,1,7,"次卧","高楼层","否","顺义","集中供暖"
2790,3,1,1,10,"次卧","中楼层","是","朝阳","自采暖"
2970,2,1,1,9,"次卧","中楼层","是","朝阳","集中供暖"
3660,3,1,1,11,"次卧","高楼层","是","昌平","自采暖"
3730,3,1,1,8,"次卧","高楼层","是","朝阳","集中供暖"
3430,3,1,1,14,"主卧","高楼层","是","朝阳","集中供暖"
3430,3,1,1,8,"次卧","高楼层","是","朝阳","集中供暖"
2860,3,1,1,15,"次卧","低楼层","是","昌平","集中供暖"
1790,3,1,1,14,"次卧","高楼层","是","昌平","集中供暖"
4390,2,1,1,19,"主卧","高楼层","是","朝阳","集中供暖"
2530,2,1,1,12,"主卧","低楼层","是","通州","集中供暖"
2300,3,1,1,12,"主卧","低楼层","否","大兴","集中供暖"
2390,3,1,1,12,"次卧","中楼层","是","丰台","集中供暖"
2630,2,1,1,10,"次卧","低楼层","是","大兴","集中供暖"
3540,4,1,1,13,"主卧","中楼层","是","朝阳","自采暖"
5060,2,1,1,16,"主卧","高楼层","是","朝阳","集中供暖"
2530,4,1,1,23,"主卧","中楼层","否","顺义","集中供暖"
2630,3,1,1,11,"主卧","中楼层","是","昌平","集中供暖"
3040,3,1,1,12,"次卧","中楼层","否","朝阳","自采暖"
1660,4,1,1,8,"次卧","低楼层","否","通州","集中供暖"
3700,3,1,1,22,"主卧","低楼层","是","昌平","集中供暖"
1690,3,1,1,8,"次卧","低楼层","是","通州","集中供暖"
2770,3,1,1,9,"次卧","低楼层","是","朝阳","集中供暖"
2190,3,1,1,10,"次卧","中楼层","否","通州","自采暖"
2600,3,1,1,15,"主卧","高楼层","是","大兴","自采暖"
2530,3,1,1,8,"次卧","中楼层","是","丰台","集中供暖"
4130,3,1,1,16,"主卧","中楼层","否","朝阳","自采暖"
2890,3,1,1,11,"次卧","中楼层","否","朝阳","自采暖"
2760,3,1,1,17,"主卧","高楼层","是","朝阳","集中供暖"
2360,4,1,1,10,"次卧","低楼层","是","顺义","集中供暖"
3190,3,1,1,13,"主卧","高楼层","是","丰台","集中供暖"
2760,5,1,1,10,"次卧","高楼层","是","昌平","集中供暖"
1660,4,1,1,12,"次卧","中楼层","否","昌平","集中供暖"
2760,4,2,2,8,"次卧","中楼层","是","朝阳","自采暖"
3690,3,1,1,17,"主卧","中楼层","是","朝阳","集中供暖"
3860,4,1,1,18,"主卧","高楼层","是","丰台","集中供暖"
2590,4,1,1,10,"次卧","低楼层","是","朝阳","集中供暖"
2930,3,1,1,15,"主卧","低楼层","否","通州","集中供暖"
2590,4,1,1,8,"次卧","中楼层","是","朝阳","自采暖"
3190,4,1,1,12,"次卧","中楼层","是","昌平","集中供暖"
2490,2,1,1,12,"次卧","中楼层","是","通州","集中供暖"
2530,4,1,1,14,"次卧","高楼层","是","海淀","集中供暖"
3830,2,1,1,20,"主卧","高楼层","是","海淀","集中供暖"
2090,4,1,1,16,"主卧","高楼层","是","丰台","自采暖"
3550,2,1,1,11,"次卧","中楼层","是","朝阳","自采暖"
3160,2,1,1,12,"主卧","高楼层","是","海淀","集中供暖"
2690,2,1,1,17,"主卧","中楼层","是","石景山","集中供暖"
4590,3,1,1,14,"主卧","低楼层","是","海淀","集中供暖"
3690,3,1,1,15,"主卧","中楼层","是","朝阳","集中供暖"
2440,2,1,1,12,"次卧","低楼层","是","通州","集中供暖"
3730,4,1,1,24,"主卧","高楼层","否","昌平","集中供暖"
3910,3,1,1,15,"主卧","低楼层","是","海淀","集中供暖"
2770,3,1,1,13,"主卧","高楼层","是","昌平","集中供暖"
2410,2,1,1,9,"主卧","低楼层","是","顺义","集中供暖"
3460,3,1,1,18,"主卧","中楼层","否","昌平","集中供暖"
2510,3,1,1,11,"主卧","低楼层","否","丰台","集中供暖"
2490,3,1,1,9,"次卧","低楼层","是","昌平","集中供暖"
3090,2,1,1,14,"主卧","高楼层","是","朝阳","集中供暖"
2760,3,1,1,13,"主卧","中楼层","是","昌平","集中供暖"
2460,3,1,1,9,"次卧","中楼层","是","昌平","集中供暖"
2860,3,1,1,11,"次卧","低楼层","是","朝阳","自采暖"
1730,4,1,1,14,"主卧","低楼层","是","房山","集中供暖"
2790,2,1,1,11,"主卧","低楼层","是","丰台","集中供暖"
2090,2,1,1,12,"次卧","低楼层","是","顺义","集中供暖"
2630,3,1,1,10,"次卧","高楼层","是","石景山","集中供暖"
3510,5,1,1,9,"次卧","中楼层","否","朝阳","自采暖"
2380,3,1,1,9,"次卧","中楼层","否","朝阳","集中供暖"
2730,2,1,1,11,"次卧","高楼层","是","丰台","集中供暖"
3290,2,1,1,21,"主卧","高楼层","是","丰台","集中供暖"
1720,3,1,1,9,"次卧","高楼层","是","顺义","集中供暖"
2890,5,1,1,6,"次卧","中楼层","是","朝阳","集中供暖"
2620,4,1,1,12,"主卧","低楼层","是","朝阳","自采暖"
2560,4,1,1,11,"次卧","低楼层","是","朝阳","自采暖"
2510,4,1,1,11,"次卧","高楼层","是","丰台","集中供暖"
3060,3,1,1,11,"次卧","高楼层","是","朝阳","自采暖"
2990,3,1,1,9,"次卧","高楼层","是","昌平","自采暖"
3590,3,1,1,11,"主卧","低楼层","是","昌平","自采暖"
2220,4,1,1,18,"主卧","低楼层","是","大兴","集中供暖"
3230,3,1,1,12,"次卧","中楼层","是","昌平","集中供暖"
2930,3,1,1,10,"主卧","中楼层","是","朝阳","集中供暖"
2480,4,1,1,9,"次卧","高楼层","是","丰台","集中供暖"
2690,4,1,1,12,"次卧","高楼层","是","昌平","集中供暖"
2230,2,1,1,9,"主卧","低楼层","否","通州","集中供暖"
3860,3,1,1,16,"主卧","高楼层","是","昌平","自采暖"
4490,2,1,1,12,"次卧","高楼层","是","西城","集中供暖"
3560,4,1,1,11,"次卧","中楼层","否","海淀","集中供暖"
3990,2,1,1,19,"主卧","高楼层","是","朝阳","集中供暖"
3610,3,1,1,10,"次卧","高楼层","是","朝阳","集中供暖"
3530,4,1,1,9,"次卧","高楼层","是","西城","集中供暖"
2630,3,1,1,8,"次卧","高楼层","是","昌平","集中供暖"
2360,5,1,1,13,"次卧","高楼层","否","昌平","集中供暖"
2890,3,1,1,14,"主卧","中楼层","是","丰台","自采暖"
2860,3,1,1,13,"主卧","高楼层","是","海淀","集中供暖"
4800,4,1,1,25,"主卧","中楼层","是","朝阳","集中供暖"
1750,5,1,1,10,"次卧","低楼层","否","通州","集中供暖"
2500,2,1,1,16,"主卧","中楼层","是","通州","集中供暖"
2740,3,1,1,12,"次卧","高楼层","是","朝阳","集中供暖"
1990,4,1,1,14,"主卧","中楼层","是","丰台","自采暖"
2890,3,1,1,11,"主卧","高楼层","否","朝阳","集中供暖"
1940,4,1,1,14,"主卧","中楼层","是","大兴","集中供暖"
4160,2,1,1,17,"主卧","中楼层","是","海淀","集中供暖"
4600,3,1,1,14,"次卧","低楼层","是","海淀","集中供暖"
4800,3,1,1,15,"主卧","低楼层","是","海淀","集中供暖"
4700,3,1,1,15,"次卧","低楼层","是","海淀","集中供暖"
1850,4,1,1,10,"次卧","中楼层","否","通州","集中供暖"
2590,4,1,1,14,"主卧","高楼层","否","通州","集中供暖"
3280,4,1,1,12,"次卧","高楼层","是","朝阳","集中供暖"
3530,4,1,1,17,"主卧","低楼层","是","朝阳","集中供暖"
2460,3,1,1,9,"次卧","低楼层","是","昌平","集中供暖"
3530,3,1,1,8,"次卧","低楼层","是","海淀","集中供暖"
2550,3,1,1,13,"主卧","高楼层","是","丰台","集中供暖"
2760,3,1,1,11,"主卧","高楼层","是","昌平","集中供暖"
3340,3,1,1,14,"次卧","高楼层","是","东城","集中供暖"
3830,4,1,1,14,"次卧","中楼层","是","西城","集中供暖"
2430,3,1,1,10,"主卧","高楼层","是","朝阳","集中供暖"
2410,3,1,1,13,"主卧","高楼层","否","顺义","集中供暖"
2380,2,1,1,17,"主卧","高楼层","是","顺义","集中供暖"
1510,4,1,1,9,"次卧","低楼层","是","房山","集中供暖"
2150,4,1,1,9,"次卧","中楼层","是","顺义","集中供暖"
2340,2,1,1,9,"主卧","中楼层","是","朝阳","集中供暖"
2700,3,1,1,9,"次卧","低楼层","是","朝阳","自采暖"
1660,4,1,1,13,"次卧","高楼层","否","昌平","集中供暖"
2630,4,1,1,11,"次卧","中楼层","是","昌平","自采暖"
3210,3,1,1,13,"主卧","低楼层","否","海淀","集中供暖"
1430,5,1,1,7,"次卧","中楼层","是","房山","集中供暖"
3590,2,1,1,18,"主卧","中楼层","是","石景山","集中供暖"
3840,2,1,1,8,"次卧","低楼层","是","朝阳","集中供暖"
1870,4,1,1,10,"次卧","高楼层","是","通州","集中供暖"
2660,3,1,1,13,"主卧","中楼层","是","昌平","集中供暖"
1670,3,1,1,11,"主卧","中楼层","否","顺义","集中供暖"
3000,4,1,1,14,"次卧","高楼层","是","朝阳","集中供暖"
2140,2,1,1,9,"主卧","低楼层","否","顺义","集中供暖"
3590,2,1,1,20,"主卧","中楼层","是","丰台","集中供暖"
3190,5,1,2,17,"次卧","高楼层","是","朝阳","自采暖"
2950,3,1,1,15,"主卧","高楼层","是","朝阳","集中供暖"
1720,3,1,1,13,"主卧","中楼层","是","房山","自采暖"
2890,2,1,1,12,"主卧","低楼层","是","石景山","集中供暖"
2260,2,1,1,8,"次卧","高楼层","否","大兴","集中供暖"
1990,4,1,1,13,"次卧","中楼层","是","大兴","集中供暖"
3020,5,1,1,17,"次卧","中楼层","是","通州","集中供暖"
5490,4,1,1,19,"主卧","高楼层","否","朝阳","集中供暖"
2650,3,1,1,11,"次卧","中楼层","否","昌平","集中供暖"
2500,4,1,1,10,"主卧","低楼层","是","大兴","集中供暖"
3230,3,1,1,8,"次卧","高楼层","是","朝阳","集中供暖"
2820,3,1,1,10,"次卧","高楼层","是","通州","集中供暖"
2430,3,1,1,9,"次卧","低楼层","是","石景山","集中供暖"
2540,3,1,1,10,"主卧","高楼层","是","昌平","集中供暖"
1640,4,1,1,7,"次卧","低楼层","否","通州","集中供暖"
1650,3,1,1,9,"次卧","低楼层","是","房山","集中供暖"
2760,3,1,1,13,"主卧","低楼层","是","昌平","自采暖"
2300,4,1,1,9,"次卧","高楼层","否","朝阳","自采暖"
3590,3,1,1,16,"主卧","高楼层","是","海淀","集中供暖"
2220,3,1,1,11,"次卧","中楼层","是","通州","集中供暖"
2540,3,1,1,13,"主卧","低楼层","是","丰台","集中供暖"
1670,4,1,1,8,"次卧","中楼层","否","丰台","集中供暖"
2020,4,1,1,10,"次卧","低楼层","是","大兴","集中供暖"
3410,4,1,1,14,"次卧","低楼层","是","朝阳","集中供暖"
2880,2,1,1,17,"主卧","低楼层","是","大兴","集中供暖"
2060,4,1,1,14,"主卧","高楼层","否","昌平","集中供暖"
1760,4,1,1,8,"次卧","低楼层","否","昌平","集中供暖"
4150,3,1,1,20,"主卧","低楼层","是","丰台","集中供暖"
2830,3,1,1,8,"次卧","中楼层","是","朝阳","集中供暖"
2180,2,1,1,16,"主卧","高楼层","是","大兴","集中供暖"
2870,4,1,1,17,"主卧","高楼层","是","朝阳","集中供暖"
4850,4,1,1,17,"次卧","高楼层","是","朝阳","集中供暖"
1740,3,1,1,10,"次卧","高楼层","是","房山","自采暖"
2170,3,1,1,9,"主卧","低楼层","否","顺义","集中供暖"
2060,3,1,1,10,"次卧","中楼层","否","顺义","集中供暖"
3260,3,1,1,13,"次卧","高楼层","否","朝阳","自采暖"
3170,3,1,1,14,"主卧","中楼层","是","丰台","集中供暖"
1930,3,1,1,14,"主卧","高楼层","是","通州","集中供暖"
2430,3,1,1,16,"主卧","低楼层","否","昌平","集中供暖"
